msno,city,bd,gender,registered_via,registration_init_time
YOabYP3rPkiUebkFnXcYC8SiDoTZb1igaqBaGOiCYVU=,21,26,male,3,20141117
EZTVntXy1gfI5q65/wsygqgtw3+uiXBLcwijvol059k=,1,0,,9,20141117
qc6+pMDBqBN6y4rQs9GMIapB0pvxq81LwKN765mHSB0=,1,20,female,3,20141117
FohBeQzqiT9PZBRCb/qHsw5slfTtkO5YuXa0pkDsT6c=,4,0,female,3,20141117
b4XBEmRYugHfvHICmZE1s7EealNuJbj7wrU4JLVKz0g=,1,0,female,3,20141117
WvQqrKpT4uWpCJBJZXKW0htbPqWJDeipVckOGPM24I4=,13,34,male,9,20141118
i8jNW7WnBNj7EG9mVbf5tM6mvrJalozpJh6Acy9Xwio=,4,36,male,9,20141118
UA1UTlU/E+Q3/8TH/27nUp72c97q3iBlXzOF0xSLlWY=,7,0,male,3,20141118
vvZLtyhnnfgeGPYImwwElKco030+7TIZF9aLQi3fniw=,1,22,male,3,20141118
QJ1dbQ5/waHQxUJXxlYncrm5TafJ8sxhMSlzB4VC9TM=,1,0,,9,20141118
d8EgNZqrdbrhowR3gaVyXsOcMw7ELZFa7i3hKiMxT9U=,5,29,male,3,20141118
I6eknFcsRvUfFX4SmPbW/S/D8LqPcQJLv3SnWVZaymo=,22,26,male,3,20141118
+ynqU9bY5bTt2JYMJu46k2aZ0vgYwAqBSbJu8WpnPnI=,22,21,male,3,20141118
xq0arFc8kEUICzeWrUx3vU0uTr3fV49hLYVmVHHsyyI=,1,0,male,3,20141118
VtKM2nK32Z3J5iBqMLt++K0MBKPC3/ZmWGi3P6QpOxc=,4,23,female,3,20141118
iDGSJ5KzM5pnh1xJa3FgIFTznQPwthGaTNl92dIyF58=,8,29,male,7,20141118
yc8+xjhUlLwdthZuZszpBY2D8usgUDCSqggEQML+D0k=,5,0,male,3,20141118
ckmzj+m8s+GjWwEAh09Gr+ZlAWQYtBtOmIXqq+EWl4A=,1,0,,9,20141118
VQ0kqS6WC7W9nzYVhldJsTk95abeRsRvYRVMwtG5hY4=,1,0,female,3,20141118
NHZqu3wQ08n6HkCUA7rCAfE0FJzuRn/Y9B1dKyWrGuc=,15,27,female,3,20141118
mCrrOy9vRn4PjIKKHlZwW8+pKfXbD4rrBcbQNEDiWLE=,15,39,male,3,20141118
M+WfipoZwPQI2dBKzEJwte25NgQPhxcyGlyB5dJBNas=,12,19,male,3,20141118
GcER8RjkV/wEZJlzbLl1XgK3o1F9t17CZuekXSGygZE=,1,0,,9,20141118
KdJBYmw4s1ILNuAaAL3CyqYFzw0B6XJhXXv+49ktWq4=,5,36,female,3,20141118
wSIjKfq5Ns2bqdOHNcRT5a03czmGG1Wz+ZVjwOLOHjw=,13,36,male,9,20081210
uH+7z2+7lu0Voku9IUrfDmPa4PKM0a4X97jd3FUMh8Y=,12,29,female,9,20081211
TBE0Dc/5Z54PidZ6FqMlp5SXUZoSkS4o8mvkvKDV9Rw=,13,25,male,9,20081212
CMJ28O3cH/aXNorxucu2aF2eKOs/2mBscs3lzSglFBk=,13,23,female,9,20081212
XrUrcJEeGBUxsYW0xjUuDsYCNxUFl/ocie3/WLVglTE=,4,32,female,9,20081213
E6t6YBiCoiYtOQtr92H6iZTtND1dKa3hRtyJ1HpPxvQ=,9,36,female,9,20081214
QYuBV4EerK3ACZoowsqs7CzRberiP+UPh7pFvtM5oXA=,22,41,female,9,20081219
rDQcKjLCeuikSV5PYgp2vwjUf76d6Z1RQYcpfworuL8=,13,37,male,9,20081219
IF9GQjgULiI04p8o1A8VddCZdrXOI0pFWCd2D8YP8UM=,13,51,female,9,20081220
hMjTZjtxHcpsbR5N7aPhk+EOYWwmdiFR3niQJfpdhE4=,21,25,female,9,20081220
nB+QBiX2EL62cigLhs1HvaDI3Q5UftlG8YviXoHMIZ8=,6,37,female,9,20081221
JzAjxWJUjARxnx6pIz7SLDbskG2WfeRCPrU88Z1k6mc=,1,27,female,9,20081225
pyZJXSxC48b0u1NaD/J1QJKO8VJ5SNqKxDPGOz4QH4I=,11,28,female,9,20081227
jFxqTQIxgerGeq1eHCwY98HS+x3TIl0T6iGu6RNcjZw=,5,31,female,9,20081229
x8wuVGxHtbk+oriw3c38An1ePX0JpTBwtJYHi4MmciI=,6,29,female,9,20081229
of9lIeei7LwCJQJfHYo3curwZhwTfAugBvvrmlKmpHs=,13,31,male,9,20081229
cPl0P96iE27hBXyBuiGqa+rs4WHI3Tk1UHzVv2ceIBk=,9,35,female,9,20081230
CB6gfIita39z7TYWur3bbtIovYK4HwAOuipKbqKgv1w=,13,41,female,9,20090101
Kemjqnu1fqgxPQWFo6s8DoxpjNlo1Nc+HcnFPm9OV2E=,13,25,female,9,20090102
OuQsd96iQkOOvz8gXByTgIdgXbyGJVPYJ8T+wFDP5ag=,15,26,female,9,20090102
vjwJ2YI/hBtYQZfioOC7lK4HyV5jFfZWW25FmT4V0cc=,5,31,male,9,20090102
mBMJpVsaIFrTt4E5+bgATZgX5eYMcmzcw9RHkrjl3hw=,5,63,female,9,20090104
NV+qseR7CIBBAGhCBZEM+tfmDdWqqsbbGXqwOeRolzI=,4,27,female,9,20090105
D2EYWPwwxSNNocsIiGyNIrsEN9iGrQm5+lZlX+P1XYA=,15,42,female,9,20090106
qypDv9nnxmtSJXXk1Ryb9rRm6VMQJO5kXvWRs/mC0T8=,4,56,female,9,20090108
ntK8NV91IOsYp9yE0j8B7KGgwKJhPijLTLeIVwBjp/o=,12,35,male,9,20090109
g0krROnPGSLj1HANcrdzRbT8+1WL66/ClBr3iNa7pkY=,3,25,female,9,20090110
OH4LeR+7A4dS0MHKRF6N1nkiZZkAeoJu3MYXs9iDb7A=,5,50,male,9,20090110
XfKOLdOAhCZJrt/KaCkkGMkIOVqDOpy3EeZkI6uXBu8=,15,43,male,9,20090111
hzTl/RzD3xmgxtHe3dxb34NxNUAZEQx5sayqF6E5OHU=,13,21,female,9,20090112
0ckjwZp7AQ1wXiidG4sKFsbTqXBDDLftjDrse19JPIc=,21,31,female,9,20090113
r/ABf425DzbEDDTubrxrcZmuzDBEfLPaRbJNRjDpZ9w=,15,39,male,9,20090113
YRfQ+yWOSW3LPRMqb5kYjMlmjlDJWG3QNDa01RooauA=,5,33,male,9,20090115
gtZh3fDx+mn8Ea6oco1jCMWkk91tJdEXSBYfJZKtp2A=,22,27,male,9,20090117
TYJN9hFdZNW9JaHgqZovqu1cJ3chYhnoyrdfHo3HVy8=,5,33,female,9,20090118
ibMFHnE76dKmEF0uDy5sC4LNHTwOyvwh4pR7OICDGQU=,5,21,female,9,20090119
kUoo22V5oi9xz83Bfk1+/SIB8i88f4lKeaEj3+Klqn8=,1,19,male,9,20090119
zS77F7ysTv4SFaEF1TE+9nc8U8fkdJQXY6ZE+fShrr0=,13,20,male,9,20090123
L+ZZOvU2Gw92wSw7Bl7tPE5f96HIi3OnzMviR6WPWLg=,17,26,female,9,20090124
ijaqPfRelotBI6duICd0M0ADsLORvrpURn//X7gmylc=,18,25,male,9,20090125
GPWy8DjgcewsXTbg2ieuwagr8oqWTQw3TvLu8nWKL9g=,8,35,male,9,20090125
bimWHFUp6QlKP+0oXNc7ALhkL2Bnv4AgGWZTzM8nncc=,6,22,female,9,20090126
1SWLt60+jH/ySeA+384m2Q/kr0ZGECV2zl3/8L2x2sY=,4,52,male,9,20090126
Sf71QgdjQMn+9vRuQvWU4WksMq6goUIaBOz6YYQa9SI=,14,26,male,9,20090126
qONpxnmERAHCgf+V3POHZ9MwFpJeQFpTAy9ylS2b+tQ=,16,42,male,9,20090128
4suTQC6vxbAmjY5obZqVtmsg2awzTIS14hJ23Nqe4JE=,13,25,female,9,20090129
kGwOv3spJWKIKy9sAJVrhe2hzP8Ka1vKDDkcfccbaes=,13,54,female,9,20090129
Bt2/LdWzA31nEEzpDMHjlvg+VnOb2wPXvoujg6xPlHQ=,22,47,male,9,20090201
sZ2q2EkVEnhx4xzQJQ1fDeEirUDP/FofMIbXOM13Md8=,13,21,male,9,20090201
uZV4TqJsoBNkySJmon1aB8zzn8hB4yiyQZ6NkvRwrfo=,22,45,male,9,20090202
t5yN5FwhvS85HXdLxWT4LQnBEuWLGrgULdkw7GlHLkc=,5,30,male,9,20090202
w6t3B4EtK0Rns+XKfEoWxpvJ+K2xPJDWYugstzMNGDM=,17,18,male,9,20090202
YC1jX7CPtQRbdBa6kPECBK+c8vAZ5/c3ewaactR4UGI=,5,45,male,9,20090202
4YWcHrVe6SCKTuUU2XLGHYTb69+WbSa/zqr983hI3DU=,11,30,female,9,20090202
ieK/6W/LXNHaEmYBCipuD7vIQpBc4CWpRXdYktFmuBI=,8,38,female,9,20090203
MiJH6DKk4SGE1wro+ZDY5VbAWFdFki4GnkfhHipQb0I=,22,27,female,9,20090205
RHC6jBjNmt/YBKBBDao974D8CbSF2rL0XEvhvgeYkwc=,10,26,female,9,20090206
183eZbRxd/ZwkUoBCpPNY2SEGFKX8YhicdX+iGlMWu0=,13,36,female,9,20090206
X+rVTnXp1MZ+x6CASi98DXddXaamNFGuCK/eMljpBp0=,4,20,female,9,20090208
A7l7pb1epN+0XAQxNiopKxc2wGEtlO4pwQO51O0Za10=,15,36,female,9,20090209
HfO2fR6QOp2fWs3fe+/T3IFDWqwm+UkOiRJ7QVQpcMI=,15,28,male,9,20090211
1drEG+vLUU2NF/dVqV6TqUOT/jolSP+zYpcjIdzcxSE=,6,42,male,9,20090212
OMvOOgSWIt0d0oXGb2z8ycz6yxV4/VY000B9ErSYTYs=,4,25,male,9,20090213
ZM4mCvKhWAiB7ZYKIpvsmSYK+4n69qJ76BzuOywQqwM=,18,20,female,9,20090214
NC5v2s3mbrAmcveeaDnDkwvivEihcul2kgLmQaCDEMk=,6,22,female,9,20090214
aJh8URCs/LzlU1uLufsTZ91UjUBiNu1mMkd6kJ1xRlg=,4,31,female,9,20090214
cjUBJSe0axMv4HCfBqhcnDQNw/w8EBRQ1tpXoqY+U58=,9,49,female,9,20090215
sexULVGjgsLFS1DkdG2TiyABbxaDSbcBiErcKTs4Qsk=,22,30,male,9,20090215
fZ8630kxEcOYSHXrNKixTX26vN4mrcbr+WW/d9cozf8=,22,38,female,9,20090216
olQ4QJU6JRJPajCrOlfphVowLUgAAk27HCRSv5bbaM8=,15,40,male,9,20090219
3bvOEkZsDOrhjvCYoPPmY7sSvsDw9sZah25CQcCshmI=,15,25,female,9,20090221
UTwDLJSEj2sPm/6+iPirBdF5m3c0mwJ0AidCVeOTn0A=,11,42,male,9,20090225
AlRaH7NOcbrHG47//BtD4+pWmwFeYtalslEBU5QAxiE=,5,26,male,9,20090225
fkiIqsB95ZopOfF3KPj9sHsITlFfhJI8yCLEq1eaxlM=,18,38,male,9,20090228
RciDGC/qqNC6xldNitiDPsK4DyJXSfqFKiDAUwPZH5Y=,6,33,male,9,20090303
k66DY3JXMl3iqvQzefuU2GKb091Xp9THrd/CzRyncuo=,12,19,female,9,20090304
sleCxgHOaNrkdro6jxbcknM9+naE/MR6Sv1YcBMn6H0=,10,28,male,9,20090305
uj8Fs7lyFg8c1iOGV1eFSlBcV7Y1FziPQS62GLh23J0=,15,33,male,9,20090307
13NOKxD5GPcgb+OLz+0NQlDVvOV3ioVXsc7NazhSlf4=,22,26,male,9,20090307
E8L/xP59OBvhxTUrJmNpDqDXPx2i5Cevuc1zLtxTC24=,22,39,male,9,20090310
Gagoazh2wYlTw5IEM+Kexfb+yU0mYEy+ttAy1evj7Ec=,13,24,female,9,20070609
mp5Ue2R/ut9OTIOp2zNHopOAfE58I+vFStY1cjlUHck=,12,44,male,9,20070609
fvO+88NfxjhtXJk81qm6/I1wdpq3+LhFYjey6ufWD7Y=,22,23,female,9,20070609
KYJzjIbKPRNPYJUgbRCG8FALjz3rzY0zNKeLvvyej50=,13,29,male,9,20070609
rmaZ2DRUmKuV/J3dhtwHYvnxRjcYcMLPsJLBjLt1wAo=,12,43,female,9,20070609
Snm3N8sDfHtLmG4GkhkjBejRx1XCFD2LPkLPumvOusw=,22,49,female,9,20070609
rYRMBeJl0iw6bg4qcO76YVSR3Tx8rmpVPi0HqVUnrHY=,4,27,male,9,20070610
w43bd/s0+gibPc2RBzax/CaMDxMCto/drRjgMuTrENs=,13,45,female,9,20070611
CcXtKCU65W9P9Z2PnfVgJ05wytwvXrioIaHf7CDGGYw=,5,35,male,9,20070612
YV0TMY/0HEUBG5qr6qW0HaJOm7pKmbjQ/ewwJ06vo1g=,14,26,female,9,20070612
7Cqy4sLzFNxU5zzEKPGGKE6l67Mq0FjHxqt0rO/4uXU=,15,27,male,9,20070612
ZBq6O95XEQ2uJHcmac32gTrLfnq/vBCdE+0V3Gs8wbg=,9,51,male,9,20070612
KWuMfpDeTO/qhKmhpUTzbu0WBEaNmEZPvcMsJGcHWvU=,22,38,male,9,20070613
TsOp4HOhPos23bz6/2k172t+C6WUUFmUr8rG2MHYKjA=,6,18,male,9,20070614
oZxqdmppvJ6TsRae0EPlFyeyKtQCmg4f71kTSzYDV6U=,13,23,female,9,20070616
jT+4UYizsJ0MgrLWKoNBVi6UB9rcVrDXRaRMN4nD3S0=,4,33,male,9,20070616
nnKSEUBpm6E/IFi9nD22gim7ep8Ux0dZ3D2afslK2Tw=,6,46,female,9,20070616
h2mWkvNvHoCoE6eS2laFwRt9hbbwoUsHBlhpAqQZQSw=,6,27,female,9,20070616
NhB5ivgEe8vOdZ6kboLEaRWZxtFdkm4HubVEbkbcCFE=,3,23,male,9,20070616
ibvebqG/IP4VfP/dPQSOxbB1KWUZ4xf2rqJ/hqrHPZ0=,15,58,male,9,20070616
FwOiJZExjHmpYAma+JvTUHYWpBeWupUNhKNeCDq/dd4=,6,24,male,9,20070617
Kv9V2xGzAZyOUlD0dudmj3bgYamLuPKlJ2hieIEhOo8=,11,23,female,9,20070617
SvV5+TiFoIHcD+50NMIxTfGVvrJf1Pj8uHFY4uerpNM=,13,29,male,9,20070619
CR2Q27QlFkFd8N9yEesxoCntHNiK/oeYiDBOA2TPWC8=,5,28,male,9,20070619
9fA0rd3Ygat0BfnT3mLVUFawmO+Vv5b2NdUgpjC33Rk=,5,40,male,9,20070620
EyYtD5426G99sbSKYy2XQEliDWjAdY9Ry6r3WNSbYsw=,15,36,male,9,20070622
q92xkL3Z9fLpK7zOJC8OtHlIrXPpp5QzPpVpnBLpGvo=,5,22,female,9,20070623
uOfSbePpDvojygmCUQ0ZEygirF/14cxjv6EtZLaW0VQ=,15,40,female,9,20070624
nUeINQZQkueNdFbeDHTmODgYDGrP5su97Gurjs5x8fQ=,5,29,male,9,20070624
IE9ibg45KkQaQZqhPz3EjbnetcGbV6botK9a7ttAWzw=,17,28,female,9,20070625
eTaBsRhhrwMtFfSeWz6WOHaYinhheFKBNxC9XpiqPC0=,21,28,female,9,20070626
vIJ83/dYUQuwZaRi1ZU+cMq2qobOs7QXeLwhLzPYgtI=,6,32,male,9,20070627
7yidN8cWzp3bqfnYIUoEjG/G7nk314XqflAa5OO+VNA=,13,29,male,9,20070628
T8D9hTC5McaiymNzgOA6gHm+8Ha0Kwqq7oMCY5uBdD8=,15,40,male,9,20070629
bFt72Gm6XaZEzViRMdSNq9VPAEZe5wDTaI3UZ3KPd60=,22,50,female,9,20070629
t8WMVfM0cGNJTL85hutCCr8sZ17SxScaXo7+PSwvbS0=,4,57,female,9,20070629
8KqsfTR0iwXcleAYO4MsMmwq/Gqycz1sdrh4lyjy0Og=,22,25,female,9,20070629
ui8kFwv7XRUxGzcP1pSWn/2/Q5HbNQBxXUWApQKRTSM=,13,35,female,9,20070629
vOotLpUsuGwte+/lkuOR2L9L716nBAP8VrrnD8YtflI=,13,40,male,9,20070629
E/2JAx4JW+f8K4lMgQbVl7yYAeMCgkU+Z4jgJHED0d8=,4,22,male,9,20070701
lb1JuWTF1+SOIPefR3lN8oSEw6ufemErhHQHDoBvw9o=,5,25,male,9,20070703
A+tX07uqKlY9RM4DLLYGcxeKdDvy0I6dUFwkWQ+s2jQ=,1,31,female,9,20070706
C6MbDPC3E0s/l3+gpfn07Xx/RtcwBt0To9qMrwptSoQ=,22,26,male,9,20070707
b/YPz9GbTKY4EukVwRrhr4h8CFnej/jeduK1kpUAkhQ=,4,32,male,9,20070707
ribVszuf7q+myA0PyPXwar6MZLq6G80TYMB2CvQYh+o=,4,27,male,9,20070708
k8M5v164CWbLWuRuu55TW9NsW8Y03Hw8UPcjqd81hco=,5,37,male,9,20070708
u6b75fvt+Q5C15YhaOJ0rSOTbMIA4knVxk8u4pXHw1k=,22,25,female,9,20070709
7v2t/sF9O2qH3meJsl28fiHM78iwwjUlpZegns2itSw=,3,27,male,9,20070710
48B39fKEcphohfIebdEslDfHfzN16Y0CXxlcXT8RPAk=,4,25,male,9,20070710
Lx1rX3fgSIPF4tZ7zh8qn7jdIa49/wdzsOnEKBHYtcE=,13,26,male,9,20070710
jVzhQJK0wntt6lPNldT0x49ikUGQ2Pmnj1NNXIRdRRs=,6,32,male,9,20070711
NntqR1DrBJ4JvX0AKv1huh3r9Ci5CsFnBVzA874oBYQ=,13,35,female,9,20070711
XmKw6E23Y91FyzV2j45ho8aTCIx0f+ZUk+7v/dy2BYg=,5,29,male,9,20070712
7tu4bVfpk0VUK7z2wUok5HHaOfjLW7kAViiUZhZ2JyA=,6,39,female,9,20070712
FMRKUmXOvHLxeenDEJe84MhERyOU74bR47LLJSlGHLI=,10,26,female,9,20070713
VIY7J2RU4HwBKR2dMWa2cYhO+YFyzOHm0v4/YqkXt94=,1,24,female,9,20070714
rbBc2EL/JU4l1wyLOQlR3zraY9OzOrV5gzsYvA5dofc=,15,23,male,9,20070718
W6uDc3Pfb5Xrz1aoYs/zrhnT/FcbTAgSVcbq/jDeAWU=,22,34,female,9,20070718
H8lnKJSa6F+k33RTnG24Hd5xrMHO8hJpLdcN5GxYbgc=,15,44,male,9,20070721
err27Nc13ORwpdVAMZyP2nH3AuHvPkQdKd9ZFaStpko=,18,39,female,9,20070725
jB89VwrOdc/6j/5W8PXujAk6PBPO0FzlJPwbDCKlnvU=,18,24,female,9,20070726
FzkkabbLZFoUJn4g567kJTz0r3DAczjMDOHP1761ZAk=,4,29,female,9,20070726
/DPDLMXaSIP+3ngr0svmtoVFQLFQkpFS/eA79I4MfIU=,5,24,male,9,20070727
o25otPJZLFXwMUHkWLtrE1K85tqS89mciyRLNJZRf6s=,13,17,male,9,20070728
tZp3alSXt7tzTd1kSKAGV7YJgIZAIRzC8pG6o63e5Do=,13,33,female,9,20070729
OU1k8UtHechWun0ptfe5XXhm0U61rmwxBTkFyG79GWU=,8,28,male,9,20070730
607/bDOtRjikFU/Tmfj4xb1sQlfzEIQAovW0hCLgf7U=,10,38,female,9,20070801
rpMoZR38x9M5WCXhe/i2qAvsE75/wI3IawnrF0sEHRE=,1,37,female,9,20070801
oqas15GEwHTtK7wlN+aAGdBVSOyU866Ns5W9GhJU3KQ=,13,47,female,9,20070802
6Oss5G+UpR9R1MuVnb0otZDZd69WqoH206GOIE4mkE0=,22,22,male,9,20070802
7Yr0p3GGCRSNMz78t3edMp422jGCoxq9RCSZVN/GSeE=,13,58,male,9,20070803
9euOuYPfLofHY2GmqCoXHwyee67otNqIFKPk6EGxQv0=,12,25,male,9,20070803
1RLPjJfUF54YWyqWvAwjR4M8tT2mNTDa6MPOPMbNUAo=,5,23,female,9,20070805
9mOMTZm/JtRc53gpib6137tpQCN3zN7GqaT8o+nRHlc=,4,34,female,9,20070806
wdNdGQlkOctG1Z4W40hg7kpcIxckGczj6i/dlrEmRmI=,13,36,male,9,20070806
oYYSuEi8Ib0MP2/Dn/alYNTUyXsQvtpd91uxJewhtGU=,22,23,male,9,20070806
663z0Y7otHvia6DXDsdCz6ZGgDWSuqmdJbJCid7G7Sg=,14,21,female,9,20070807
rM3f7WWoq3D+HdkxKrMNBgZJxCGdyCBlrz+KsxIKwTM=,4,35,female,9,20070807
y1obpo6Qq9PWTl/AgPmk8aqht9xv+HK/ehmBic4Z0d0=,5,42,female,9,20070810
nJQ6jksHbFl4R9w3hNFqP3eRkWrkg9FtQJS36kLu2S0=,15,27,male,9,20070811
zob7MguHr8Wq1Aio88Uwsi5ZunSBEcv//nUA5Qs07eg=,5,35,female,9,20070812
kpiBrpWh+ZIsfH9CaXlIJeR3koRkduHEeq35haHjsQ0=,13,34,male,9,20070813
/h5iGonYdu4y2poc56ObHldPg6MOFvlgme02bfGEt+g=,13,23,male,9,20070819
10gz0fNVD+stHkfny4EyXw4xz1vYwK75zJqaloPG89s=,17,26,male,9,20070820
dQ5QP7dIJYbJEibfMsYJwmIZ7ALGkQx75ol+Pb1/fXE=,9,52,female,9,20070821
Q/PCBxvaESKpNu6awAdYVCLrV9xDSdWyjvf5CHFakcY=,13,38,male,9,20070822
AqRoxKcgx8QpQNGjormYNi2MaKA9L2Lvv96HULpUtZI=,13,38,female,9,20070823
2BdNtmNfn1YU8QKywkus0/a5teLbhTeJP73QcA+EXA8=,5,33,male,9,20070824
khRWy1nojCrh3m6mOdqPMBLSkqyRGoef2ksf5VBWdIA=,4,34,female,9,20070825
DYqY3DkNSuEoDD2NF3Jf7IELCJ628/pHeKHgM7reLqU=,14,24,male,9,20070827
tIn0kKWrW0LddruHbsQ0AHcyX3GFExAMUtFQIneRrxM=,4,33,female,9,20070829
wq+oSCJERCSUJcU+QbnR4PLLsDEkuK3KnWLBgbaxY5Q=,4,25,male,9,20070829
zUTy/R5WEdyjGNQ+vYsvM9klTxJvnLZ9bJoKP8l+ChE=,5,29,male,9,20070831
5+AOYlOvu96wD60HdgiYTxW1dzsscYzVxTT0oO/p3i8=,6,25,female,9,20070901
3DNngNVHGbU0lMOca77dQNci215EZPJI5JISnT8FcZs=,14,45,male,9,20070903
x8fIQPTLdTGj8gr0dD0h3VeKpnEvA5HAsRMWqEAk0c4=,22,36,female,9,20070906
ZdrjiNya4LpFH+Cidqk2CVcY6e7PWwS8SYCZ8k6/s70=,6,27,male,9,20070906
lBBYu2t+A7nkuE+bsWZO6ey0PjESAeb4N9RARvgaNX8=,15,25,male,9,20070908
DRgzaEDjgLMiH7I1VSWcpGbOQxY2yRlBJxUNBkT+JYo=,12,28,male,9,20070908
M4vON2r7WfA+iIHhLLghKn8sNeJ3EhHez4G4K9KKZKk=,8,41,female,9,20070908
gJ67g7tS/0qTcijQGZk6+qX+hb4Iuywg4SrVijqAVuc=,6,35,female,9,20070909
jwlV0W2KRZpq9nCwG3vbi92sH/w4fQgxb4D6WCRWfzQ=,14,44,female,9,20070913
lbEWD0vSVsk/45So8v6SJQ8GZcRtYw2ibDvEcO0fiyU=,13,29,male,9,20070914
ID7e2GBWrWnX1fA2cibmbB1/mXsPwO3wEssFsXvKxSY=,18,36,female,9,20070914
j0bBJ0ATpbFTli/IckSioY+GV8weyFr6oRec8/6aGqU=,22,49,female,9,20070915
q5Q4hLg9hbYv//+V89HO+iJGhMh/RNJiblKu7m3PJhE=,17,28,female,9,20070918
WzJY2gwf0QDDIOALFqtbo3jcQCPQpGpPrlS6e07qNpQ=,13,31,female,9,20070918
6HW2KRc+cheX4nhInndUssUWrY4HsdpFB93Gs0uFaGc=,22,42,male,9,20070919
fhJ408AzLoqjn0ZkRQr17ja9th2+jgTcWRxJk4wM6KQ=,5,36,female,9,20070920
5z4w+3H7Qu8eJxhO20SAOBc+6nPLW/Q5eY4CMKUJVGU=,9,42,female,9,20070921
17Re7pc3TsIBM3BK3EJ6/w5RzRuV9qvzjUtPbRF/NfE=,22,35,female,9,20070922
Ro3XJj0Hu+Oid5Wf5Ibiqv9gT+y8nwAQ2TUmh0Qld8A=,13,55,male,9,20070922
6Oo/xVYgD6D1NG7qvlN0dT/NUK5BKdhtqlLezGpEBzU=,13,28,male,9,20070922
fNGBghI3QbdEqKBQgna4mJaxSFpvv82BCiHZjjYljHI=,5,29,male,9,20070925
YZYlKTpOd5w8wYY26VhueAS3tOt2t93ahXUUkt0kkC4=,6,41,female,9,20070926
Qei1xRWnxSGO5zonESNhJC6ieFqO5oVRUkoC2cJhdeA=,13,47,female,9,20070926
Yv0QHdN8SLFTy8Ngis4vtC6Re0EHklOHCx5I/FqjBTc=,15,20,male,9,20070926
uHEryJJDzXbuCVv6C+OC1aFgwnAwR/uHwwW/jlxr1a8=,5,49,female,9,20070929
i2DWgZ5Qdv/pZ7Vn1+xsAXnfzkq97h26AZnnY1ZUuQA=,4,29,male,9,20070930
ZFRkCumn/5frdYUQsFGTdpBlHY4buwFV/zpjEg1Q05Y=,5,30,female,9,20071001
YRRUgPgxgSr37RBDPMFBMBEw2+Ey6uGNLTt/RxGs6EM=,13,30,male,9,20071003
FQAniHHNgP6zwj6ntVUQJZ/6yVKLcxqqFBSuTPqmQwo=,5,25,female,9,20071004
o2R4UgIMkbW4gEzajMyJ3WfH+9QIr4sVtLBHsB5tyJk=,22,20,male,9,20071004
5pbLUtq/gzEygemrE2Fxyib2ogsd/faaEeNtgvHBxSQ=,13,33,male,9,20071005
d45f/bmXUza1RbJw6VQOfKLS6+IMYPCFf61aH0QRrKQ=,15,22,male,9,20071006
7LP+gjooRFUAAWCKva0fO5/FetG+fKl+yQ/lQXUiJt0=,22,40,female,9,20071008
NBO7iQXEmGmvZiO/IYiEIT8iJ/18Wy4ATSfQLeS5rvI=,4,31,female,9,20071008
qAX/RxudVykhVJL8wUHXmBoCkInw5j7ijRbZdHKruaI=,9,26,female,9,20071010
Ch4M/lDDj0NvTxO0UIDRJMdFjdSZEo+TYUabKWm1MOU=,13,33,male,9,20071010
7XPkw0lwsHC2eE0m8ibg643+IOGGu+r3Ek3AcyQ33n8=,11,27,female,9,20071010
MQRpt/La1G0Y8nupBh71EjZJfxOwbxEXFUSs8xq9Tp4=,4,29,female,9,20071010
r4BNKmMjUdjpQncjlFc5flsF6velGtVj0DY9WklC2xw=,12,30,male,9,20071011
up72sP308+B9L1lFq0LLn9gEr9iL4XX+LtJqmuWCv5w=,22,41,female,9,20071012
1FrrpjcDzpRNTLeFW6EI7YUxLR9eR9TYKL76DA1MI4Y=,21,21,male,9,20071012
30il6IyHu48V39zXxC2VNSNQW0WmZq861qBsS3kszdI=,6,39,female,9,20071017
zjOy3KCCsMSTeNJNn+R4oygI6nU8t1xXwRxuxScjS6A=,15,24,male,9,20071019
JbQ3J/lZvNUPeCOevgnUezbembvFXdQEvHvo8fhjT14=,14,21,male,9,20071019
nBtClj6ZsGzFPuAGQaQrsF5rAfleEj97xcn3Ommj3jg=,13,48,male,9,20071020
hnF8anQnkzKOaxnvivDLecTVzwTelfr8WAAQkDPfUQs=,13,41,female,9,20071022
1jylZ4SVogSBn4rphPMbWzC+s7Tql0Diazd01rxtW4o=,5,20,male,9,20071022
zVstGxOZkfg72tVGrIUXO9qd4NIVgBfMkgdlfSH6OV4=,8,27,male,9,20071023
+lR6Sasy0BW929H+Z4vRhmLkPR5t4VehOZ1dWo7jrcY=,5,53,female,9,20071023
jvN4zu2qWoPwad3lXlNBLMIZRzPbziCK0nbNkkuzBWM=,13,49,male,9,20071028
jq+47sGWPUBGFr0bQRN8eEL89JQpAvvLu9WmsBZtLnc=,5,32,female,9,20071028
amf+geWXGN99T5hB/1lrQltybPQWmQkl2LFFh/g1Law=,1,24,male,9,20071029
p43G3lmBqfZQyTgfrDF056i7feSVAxiegAeHPWsSg2U=,3,33,female,9,20071029
BFQwPe3jmIs0HsFb/GDmLr9MhG0MX2BXg2L9vCB3o5s=,13,28,female,9,20071030
T44xRwLpTZCNfEcFDG8z64dk38TZL54RR7aaQU1nEKs=,6,32,female,9,20071030
6mYhvzRa/gHVWhWkW1com9NhQdESK6gCwe4Qccj3GGo=,6,22,female,9,20071101
UssCdIDlzT8tfaJGO4qIV0u+hJc1hgrikUfLoqH/iS4=,15,30,female,9,20071102
